hnm_code,hn_exclusive,hn_premier,hn_advantage,hn_standard_plus,hn_standard,hn_basic_plus,hn_basic,provider_name,google_name,city,type,group_name,tel_no,area,location
PDXB2755,✔,✔,✔,✔,✔,✔,✔,Aster Pharmacy 192 (Br Of Aster Pharmacies Group L.L.C),Aster Pharmacy - Number One Tower Suites (192),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3092900,"Shaikh Zayed Road, Downtown","Shop No 3, Tower No 1, Trade Center First, Shaikh Zayed Road, Downtown, Dubai"
PDXB2756,✔,✔,✔,✔,✔,✔,✔,Aster Pharmacy 196 (Br Of Aster Pharmacies Group L.L.C),Aster Pharmacy - Azizi Riviera 5 (196),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3092900,Nad Al Sheba 1,"Retail-20, Azizi Riviera 5, Shoba Hartland, Al Merkadh, Nad Al Sheba 1, Dubai"
H214,✔,✔,✔,✔,✔,✖,✖,GLOBAL CARE HOSPITAL - SOLE PROPRIETORSHIP LLC,Global Care Hospital,ABU DHABI,HOSPITAL,GLOBAL CARE HOSPITAL,02-4185100,AL MANHAL,"WEST 14-1, BUILDING 419, HAZAA’ BIN ZAYED THE FIRST STREET, AL MANHAL AREA, ABU DHABI, UAE"
PAD2774,✔,✔,✔,✔,✔,✖,✖,GLOBAL CARE HOSPITAL - SOLE PROPRIETORSHIP LLC PHARMACY,Global Care Hospital(Pharmacy),ABU DHABI,PHARMACY,GLOBAL CARE HOSPITAL,02-6678783; 04-2115800- Head Office,AL MANHAL,"WEST 14-1, BUILDING 419, HAZAA’ BIN ZAYED THE FIRST STREET, AL MANHAL AREA, ABU DHABI, UAE"
PDXB2129,✔,✔,✔,✔,✔,✔,✔,NEW IBN SINA PHARMACY (BR OF IBN SINA GROUP PHARMACIES) LLC,Binsina Pharmacy City Centre Fujairah,FUJAIRAH,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,09 223 6647,CITY CENTRE FUJAIRAH,City Centre Fujairah 1st Floor - Fujairah
PDXB1957,✔,✔,✔,✔,✔,✔,✔,IBN SINA 95 PHARMACY (BR OF IBN SINA GROUP PHARMACIES (L.L.C)),Binsina Pharmacy Souq Extra Al Quoz,DUBAI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,04 320 1644,AL QOUZ 1,Souq Extra - 17 10A Street - Al Quoz - Al Quoz 1 - Dubai
PDXB2184,✔,✔,✔,✔,✔,✔,✔,IBN SINA 100 PHARMACY (BR OF IBN SINA GROUP PHARMACIES (L.L.C)),Binsina Pharmacy Nshama Town Square Al Qudra,DUBAI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,04 3202302,AL QUDRA,"Town Square, Building # 2 - Jenna Apartments - Al Qudra Rd - Dubai"
PDXB1812,✔,✔,✔,✔,✔,✔,✔,Ibn Sina Pharmacy 66,Binsina Pharmacy American Academy Cosmetics Surgery Hospital(Pharmacy),DUBAI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,04 422 8832,DHCC,BSP- DHCC Nakheel - Umm Hurair 2 - Dubai Healthcare City - Dubai
PDXB2039,✔,✔,✔,✔,✔,✔,✔,IBN SINA 91 PHARMACY (BR OF IBN SINA GROUP PHARMACIES (L.L.C)),Binsina Pharmacy Business Central Towers,DUBAI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,04 296 7916,INTERNET CITY,Business Central Towers - Al Sufouh - Dubai Internet City - Dubai
PDXB1922,✔,✔,✔,✔,✔,✔,✔,IBN SINA 75 PHARMACY (BR OF IBN SINA GROUP PHARMACIES (L.L.C)),Binsina Pharmacy Mirdiff Hills,DUBAI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,04 220 4386,MIRDIF,Mirdif Avenue Mall - Mirdif - Dubai
PDXB2015,✔,✔,✔,✔,✔,✔,✔,IBN SINA SCIENTIFIC PHARMACY(BR OF IBN SINA GROUP PHARMACIES),Binsina Pharmacy Layan Community Spinneys,DUBAI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,04 458 0211,LAYAN,"Spinneys, Layan Community, Layan 27JM+Q3W, Ground Floor - inside SPINNEYS - Dubai"
PDXB1874,✔,✔,✔,✔,✔,✔,✔,IBN SINA 67 PHARMACY (BR OF IBN SINA GROUP PHARMACIES (L.L.C)),Binsina Pharmacy Dubai Hills,DUBAI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,04 320 0253,AL KHAIL,Al Khail Rd - Dubai
PDXB2073,✔,✔,✔,✔,✔,✔,✔,IBN SINA PHARAMCY SOLE PROPRIETORSHIP L.L.C - BRANCH 3,Binsina Pharmacy Al Mamsha,SHARJAH,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,06 548 3386,AL MAMSHA,Building SS2-Shop 008 - Al Mamsha community - University City Rd - Muwaileh Commercial - Sharjah
PDXB2386,✔,✔,✔,✔,✔,✔,✔,IBN SINA 68 PHARMACY (BR OF IBN SINA GROUP PHARMACIES (L.L.C)),Binsina Pharmacy Amsaf 777 Center,DUBAI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,04 887 0244,JUMEIRAH,777 CENTER MALL - Al Wasl Rd - Jumeirah - Jumeirah 3 - Dubai
PDXB2787,✔,✔,✔,✔,✔,✔,✔,IBN SINA 77 PHARMACY (BR OF IBN SINA GROUP PHARMACIES (L.L.C)),"Binsina Pharmacy Beach Vista Tower 1, Emaar Beach Front, Dubai Harbour, Dubai Marina.",DUBAI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,04 232 2043,DUBAI MARINA,Beach Vista Emaar Beach Front - The Palm Jumeirah - Dubai Marina - Dubai
PFUJ2775,✔,✔,✔,✔,✔,✔,✔,IBN SINA PHARMACY - SOLE PROPRIETORSHIP LLC - SPC Fujairah Branch 1,Binsina Pharmacy City Centre Fujairah,FUJAIRAH,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,09 237 2383,FUJAIRAH CITY CENTRE,AL TAIF MAAL - 98 - 1 Shk. Hamad Bin Abdullah Al Sharqi St - Fujairah City Center - Fujairah
PDXB2776,✔,✔,✔,✔,✔,✔,✔,IBN SINA 76 PHARMACY (BR OF IBN SINA GROUP PHARMACIES (L.L.C)),Bin Sina Pharmacy Port De Lamer,DUBAI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,04 280 0434,JUMEIRAH 1,port De Lamer - Jumeirah 1 - Dubai
PDXB2777,✔,✔,✔,✔,✔,✔,✔,IBN SINA 82 PHARMACY (BR OF IBN SINA GROUP PHARMACIES (L.L.C)),Binsina Pharmacy Union Coop Motor City,DUBAI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,04 529 9155,MOTOR CITY,Union Coop - Motor City - Dubai
PSHJ2778,✔,✔,✔,✔,✔,✔,✔,IBN SINA PHARAMCY SOLE PROPRIETORSHIP L.L.C - SHJ. BR - BRANCH 9,Binsina Pharmacy Tilal,SHARJAH,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,06 551 4460,AL SUYOH SUBURB,near by Victoria School - Al Suyoh Suburb - Tilal - Sharjah
PDXB2779,✔,✔,✔,✔,✔,✔,✔,IBN SINA 86 PHARMACY (BR OF IBN SINA GROUP PHARMACIES (L.L.C)),Binsina Pharmacy - Creek Horizon,DUBAI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,04 357 4389,RAS AL KHOR,Ras Al Khor - Dubai Creek Harbour - Dubai
PDXB2780,✔,✔,✔,✔,✔,✔,✔,IBN SINA 50 PHARMACY (BR OF IBN SINA GROUP PHARMACIES (L.L.C.)),Binsina Pharmacy Dubai Mall Zabeel Extension,DUBAI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,04 229 0991,ZAABEEL 2,Financial Center Rd - Za'abeel - Za'abeel 2 - Dubai
PDXB2781,✔,✔,✔,✔,✔,✔,✔,IBN SINA 81 PHARMACY (BR OF IBN SINA GROUP PHARMACIES (L.L.C.)),Binsina Pharmacy Galleria Mall Al Barsha,DUBAI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,04 251 6355,AL BARSHA 2,36X2+P5C Galleria Mall - 37 23rd St - Al Barsha - Al Barsha 2 - Dubai
PDXB2782,✔,✔,✔,✔,✔,✔,✔,IBN SINA 57 PHARMACY (BR OF IBN SINA GROUP PHARMACIES (L.L.C.)),Binsina Pharmacy Bay Square,DUBAI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,04 348 2918,BAY SQUARE,Bay Square
PDXB2783,✔,✔,✔,✔,✔,✔,✔,IBN SINA 93 PHARMACY (BR OF IBN SINA GROUP PHARMACIES (L.L.C.)),"Binsina Pharmacy Golf Suites, Dubai Hills Estate",DUBAI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,04 224 6826,DUBAI HILLS,"47F6+95 Dubai hills estate, Golf suites - Dubai"
PDXB2784,✔,✔,✔,✔,✔,✔,✔,IBN SINA 69 PHARMACY (BR OF IBN SINA GROUP PHARMACIES (L.L.C.)),Binsina Pharmacy Sobha Hartland One Park Avenue,DUBAI,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,04 3260617,NAD AL SHEBA,58H5+F9Q - Mohammed Bin Rashid Al Maktoum City - Nad Al Sheba 1 - Dubai
PSHJ2785,✔,✔,✔,✔,✔,✔,✔,IBN SINA PHARAMCY SOLE PROPRIETORSHIP L.L.C - BRANCH 11,Binsina Pharmacy Al Jada,SHARJAH,PHARMACY,ALPHAMED-BIN SINA PHARMACIES,06 740 6056,AL JADA,"aljada, Boulevard 1 - Muwaileh Commercial - Sharjah"
M1601,✔,✔,✖,✖,✖,✖,✖,IKIGAI MEDICAL CENTRE (BR OF LIFE CLINIC L.L.C),Ikigai - Medical Centre,DUBAI,MEDICAL CENTER,LIFE HEALTHCARE GROUP,04 344 1122,DUBAI MALL,"Unit No: TDM-LG-212, The Dubai Mall,"
PDXB2749,✔,✔,✔,✔,✔,✔,✔,CWH PHARMACY L.L.C,Chemist Warehouse Al Ghurair Centre,DUBAI,PHARMACY,-,04-3865376,AL MURAQABAT,"Shop No F39, First Floor, Al Ghurair Centre, Al Muraqqabat, Dubai UAE"
PDXB2751,✔,✔,✔,✔,✔,✔,✔,CWH Pharmacy LLC Branch,Chemist Warehouse Burjuman Mall,DUBAI,PHARMACY,-,04-3865376,BURJUMAN,"Shop No G1002, Ground Floor, Khalid Bin Al Waleed Road, Burjuman Centre, Dubai UAE"
PAJ2757,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - Branch 37,Life Pharmacy Llc Br 37 Ajman Coop Jurf,AJMAN,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AL JURF,"UNIT#G20,AL JURF MALL,AJMAN COOPERATIVE SOCIETY, AJMAN UAE"
PAJ2758,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - Branch 36,Life Pharmacy Br.36 - Etihad Tower,AJMAN,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AJMAN,"UNIT NO 01,ETIHAD TOWER,AJMAN,UAE"
PDXB2759,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY 160 (BR OF LIFE PHARMACY L.L.C),Life Pharmacy 160 (Br. Of Life Pharmacy Llc),DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,WADI AL SAFA 2,"PLOT NO: 1414, SHOP NO: 3 & 4, GROUND FLOOR, 180 DEGREES, WADI AL SAFA 2, LIWAN, DUBAI."
PDXB2760,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY 165 (BR OF LIFE PHARMACY L.L.C),Life Pharmacy 165 - Expo City,DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,EXPO VILLAGE,"UNIT NO 08,EXPO VILLAGE RESIDENCE 2,DUBAI,UAE"
PDXB2761,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY 177 (BR OF LIFE PHARMACY L.L.C),Life Pharmacy 177,DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AL WARQA 1,"SHOP NO 04 (EX TEA CLUB), MELHOOF 6 BUILDING (PLOT NO: 421-0594), AL WARQA 1, DUBAI"
PDXB2762,✔,✔,✔,✔,✔,✔,✔,Life Pharmacy 176 ( Br Of Life Pharmacy LLC),Life Pharmacy 176 (Amaya Plaza),DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,NADD AL HAMAR,"SHOP 21, AMAYA PLAZA BULDING , NADD AL HAMAR , DUBAI , UAE"
PFUJ2763,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - DIBBA BR 2,Life Pharmacy Dibba Br 2,FUJAIRAH,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AL MATROSHY,"SHOP NO 3 & 4, AL MATROSHY, FUJAIRAH, UAE"
PRAK2764,✔,✔,✔,✔,✔,✔,✔,HALA 37 PHARMACY LLC OPC - Branch 2,Life Pharmacy - Hala 37,RAK,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AL QAWASIM CORNICHE,"EXHIBITION NO 1, AL QAWASIM CORNICHE, RAK, UAE"
PSHJ2765,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY LLC - SHJ.BR-BRANCH 16,Life Pharmacy - Zawaya Walk,SHARJAH,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AL SHAHBA - ZAWAYA WALK,"SHOP NO#1,ZAWAYA WALK,AL SHAHBA,SHARJAH,UAE"
PSHJ2766,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - SHJ. BR - BRANCH 10,Life Pharmacy - Nasma,SHARJAH,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,NASMA,"UNIT NO#2, GROUND FLOOR, NASMA CENTRAL COMMUNITY MALL,  SHARJAH, UAE"
PSHJ2767,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - SHJ. BR - BRANCH 18,Life Pharmacy Shj. Br.18,SHARJAH,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AL RAWDHA,"ADNOC SERVICE STATION  197, AL RAWDHA  23 THIRD IND ST - IND AREA INDUSTRIAL AREA 12, SHARJAH,UAE"
PSHJ2768,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - SHJ. BR - BRANCH 19,Life Pharmacy Br 19 - Sharjah,SHARJAH,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AL JUBAIL,"ADNOC SERVICE STATION 373, AL JUBAIL, SHARJAH, UAE"
PSHJ2769,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - SHJ. BR - BRANCH 20,Life Pharmacy- Branch 20 (Adnoc 657),SHARJAH,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AL QASIMI,"ADNOC SERVICE STATION  657, WASIT, SHEIKH SALEM BIN SULTAN AL QASIMI, SHARJAH,UAE"
PSHJ2770,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - SHJ. BR - BRANCH 28,Life Pharmacy-Shj.Br-Br28 (Al Qarain),SHARJAH,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AL QARAIN,"UNIT NO. 17, SHARJAH COOP SOCIETY AL QARAIN, SHARJAH, UAE"
PSHJ2771,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - SHJ. BR - BRANCH 32,Life Pharmacy,SHARJAH,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AL HAMRIYA,"UNIT NO. 01, SHARJAH COOP SOCIETY HAMRIYA,  SHARJAH, UAE"
PSHJ2772,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - SHJ. BR - BRANCH 31,Life Pharmacy Llc Br 31 - Al Arab Mall,SHARJAH,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AL TAAWUN,"SHOP 03 - GROUND FLOOR ,INSIDE NESTO HYPER MARKET , AL ARAB MALL - AL TAAWUN ST - AL MAMZAR - SHARJAH"
PUMM2773,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C BRANCH 3,Life Pharmacy,UAQ,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AL HABOOB,"SHOP NO 1,AMAR FARIS BUILDING,AL HABOOB AREA,UMM AL QUWAIN,UAE"
M2088,✔,✔,✔,✔,✔,✖,✖,ASTER ROYAL CLINIC SPRINGS SOUK (BR OF D M HEALTHCARE (L L C)),"Aster Royal Clinic, Springs Souk",DUBAI,MEDICAL CENTER,DM HEALTHCARE LLC,04-4400500,SPRING SOUK,"ASTER ROYAL CLINIC SPRINGS SOUK BR , FIRST FLOOR, SHOP -FF 24 & FF-25, THE SPRING SOUK, DUBAI, UAE"
M2146,✔,✔,✔,✔,✔,✔,✔,ROYAL PHOENIX CLINIC L.L.C,Royal Phoenix Clinic Wasl Village,DUBAI,MEDICAL CENTER,-,04-2576155; 056-4884630,Al Quasis,"1st Floor, Wasl Village Retail, Center Wasl Village, Al Quasis Industrial area 5, Dubai UAE"
PDXB2788,✔,✔,✔,✔,✔,✔,✔,ROYAL PHOENIX CLINIC L.L.C - PHARMACY,Royal Phoenix Clinic Wasl Village(Pharmacy),DUBAI,PHARMACY,-,04-2576155; 056-4884630,Al Quasis,"1st Floor, Wasl Village Retail, Center Wasl Village, Al Quasis Industrial area 5, Dubai UAE"
M2147,✔,✔,✔,✔,✔,✔,✔,Kripa Medical Centre,Kripa Medical Centre,UAQ,MEDICAL CENTER,-,06-7660086,King Fasial Street,"106, Al Masa 4, King Fasial Street, Umm Al Quwain, UAE"
M2148,✔,✔,✔,✔,✔,✔,✔,AL MUBARAK MEDICAL CENTER SPS - LLC,Al Mubarak Medical Center,AJMAN,MEDICAL CENTER,-,06-5248727; 971 50 725 9771,Al Jerf 1,"Al Jerf Industrial 1, Festival Land - Ajman Public Market, Northern Sector, Ajman, uae"
PAJ2789,✔,✔,✔,✔,✔,✔,✔,SHIFA AL MUBARAK PHARMACY SPS LLC,Al Mubarak Medical Center(Pharmacy),AJMAN,PHARMACY,-,06-5248727,Al Jerf 1,"Al Jerf Industrial 1, Festival Land - Ajman Public Market, Northern Sector, Ajman, uae"
M2149,✔,✔,✔,✔,✔,✔,✔,AL JIMI MEDICAL POLYCLINICS L.L.C. - BRANCH,Al Jimi Medical Polyclinics,AL AIN,MEDICAL CENTER,AL JIMI MEDICAL POLYCLINIC GROUP,97137325048; 971505732376,AL NOUD,"AL NOUD, SHERIQATH, MAZYED, ALAIN, ABU DHABI"
PDXB1928,✔,✔,✔,✔,✔,✔,✔,NEDHAL PHARMACY L.L.C,Nedhal Pharmacy,AL AIN,PHARMACY,AL JIMI MEDICAL POLYCLINIC GROUP,037222384; 050573236,AL SINAIYA,"AL SINAIYA 1ST STREET, INDUSTRIAL AREA, ALAIN, ABU DHABI"
PDXB2365,✔,✔,✔,✔,✔,✔,✔,NEDHAL PHARMACY L.L.C. - BRANCH,Nedhal Pharmacy,AL AIN,PHARMACY,AL JIMI MEDICAL POLYCLINIC GROUP,03-7325126; 0505732376,AL NOUD,"AL NOUD, SHERIQATH, MAZYED, ALAIN, ABU DHABI"
M1481,✔,✔,✔,✔,✔,✔,✔,SHAHEEN MEDICAL CENTER,Shaheen Medical Centre,ABU DHABI,MEDICAL CENTER,-,02-6411345/ 050-7615711,Al Falah Street,"Al Falah St - Al Danah - Zone 1 - Abu Dhabi,"
PDXB2435,✔,✔,✔,✔,✔,✔,✔,MANSOUR PHARMACY,Mansour Pharmacy,ABU DHABI,PHARMACY,-,02-6422287/050-7615711,Al Falah Street,Al Falah Street - Old Pasport Rd - Abu Dhabi
M2152,✔,✔,✖,✖,✖,✖,✖,FAKEEH MEDICENTRES POLYCLINIC L.L.C (BRANCH) ZABEEL,Fakeeh Medicentres - Dubai Mall Zabeel,DUBAI,MEDICAL CENTER,FAKEEH MEDICENTRES POLYCLINIC GROUP,04-4144150,DOWNTOWN DUBAI,"ZAABEEL THE DUBAI MALL, SF 30, DOWNTOWN DUBAI"
PDXB2790,✔,✔,✔,✔,✔,✖,✖,CANADIAN SPECIALIST HOSPITAL PHARMACY L.L.C,Canadian Specialist Hospitalpharmacy Llc,DUBAI,PHARMACY,CANADIAN SPECIALIST HOSPITAL,047072222,Al Rigga,"Al Ghurair Centre, 2nd Floor, Al Rigga Rd, Deira, Dubai, UAE"
M2150,✔,✔,✔,✔,✔,✖,✖,CANADIAN SPECIALIST HOSPITAL CLINICS L.L.C,Canadian Specialist Hospital Clinics,DUBAI,MEDICAL CENTER,CANADIAN SPECIALIST HOSPITAL,047072222,Al Rigga,"Al Ghurair Centre, 2nd Floor, Al Rigga Rd, Deira, Dubai, UAE"
PSHJ2727,✔,✔,✔,✔,✔,✔,✔,REGAL HOUSE PHARMACY,Regal House Pharmacy,SHARJAH,PHARMACY,-,06-7151037; 0551409352,Muweileh,"Shop No.2, Belrasheed Building, Maleha Road, Muweileh, Sharjah, UAE"
M1763,✔,✔,✖,✖,✖,✖,✖,AL NOOR SOUTH POLYCLINIC DWC LLC,Al Noor South Polyclinic,DUBAI,MEDICAL CENTER,AL NOOR RASHIDIYA,04-45759111,DWC,"B3 THE PULSE RESIDENCE PARK PODIUM, DUBAI WORLD CENTRAL, DUBAI, U.A.E"
PDXB2793,✔,✔,✔,✔,✔,✔,✔,MARHABA PHARMACY L.L.C (DUBAI),Marhaba Pharmacy L.L.C (Dubai),DUBAI,PHARMACY,-,97142687818; 0528523326,"NAIF, DEIRA",SUNSHINE BUILDING-2. SHOP NO - 4. GF. FISH ROUNDABOUT. NAIF. DUBAI
PSHJ2792,✔,✔,✔,✔,✔,✔,✔,Right Care Pharmacy L L C SP,Right Care Pharmacy,SHARJAH,PHARMACY,-,065350307; 0561697500,ABU SHAGARA,"Ali Abdall Bin Safwan, Salem Bin Omair Street, ABU SHAGARA, SHARJAH"
PSHJ2796,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - SHJ. BR - BRANCH 30,Life Pharmacy Llc-Shj.Br-Br30 (Shj Co-Soc Sweihat),SHARJAH,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,sweihat,"Sharjah Coop Society Sweihat, Sharjah, UAE"
PAJ2797,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - Branch 38,Life Pharmacy - Srs Tower,AJMAN,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AL Rashidiya,"UNIT 03, PLOT 0840, AL RASHIDYA 1, SRS TOWER  , SHEIKH KHALIFA BIN ZAYED STREET , AJMAN UAE"
PDXB2798,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY 175 (BR OF LIFE PHARMACY L.L.C),Life Pharmacy 175,DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,Al Qusais,"SHOP NO: 09 AL TWAR CENTER (PLOT NO:2330712), AL QUSAIS, DUBAI, UAE"
PSHJ2799,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY L.L.C - SHJ. BR - BRANCH 35,Life Pharmacy-Shj Br 35 (Qasr Qordoba),SHARJAH,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,Muwaileh,"SHOP NO.12 , QASR QORDOBA - MWAILEH COMMERCIAL - SHARJAH, UAE"
PDXB2800,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY 169 (BR OF LIFE PHARMACY L.L.C),"Life Pharmacy Llc 169 (Nesto, Jebel Ali)",DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,Jebel Ali,"SHOP NO 05 , NESTO HYPERMARKET, JEBAL ALI AREA , DUBAI , UAE"
PFUJ2801,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY LLC - SPC Fujairah Branch 8,Life Pharmacy Fujairah Br. 8 (Murbeh Branch),FUJAIRAH,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,Fujairah,"SHOP NO 1 & 2,MURBEH BUILDING,FUJAIRAH,UAE"
M2158,✔,✔,✔,✔,✔,✖,✖,DENTAMAX MEDICAL CENTER L.L.C,"Dentamax Medical Center, Dubai",DUBAI,MEDICAL CENTER,-,04-2636717; 054-5171799,AL QUSAIS 2,"Belresheed Bldg - Office 101 - 102 Al Nahda St - Al Qusais 2 - Dubai, UAE."
OTH713,✔,✔,✔,✔,✔,✖,✖,VELCARE ORTHODONTIC & DENTAL CLINIC L.L.C,Legacy Care (Velcare Dental Clinic) - Al Warqa 1,DUBAI,MEDICAL CENTER,-,04-2858755,AL WARQA,"SHOP 1 & 2, MASHROOM BUILDING, AL WARQA'A FIRST, DUBAI, UAE"
H215,✔,✔,✔,✔,✔,✔,✔,JEBEL ALI EMERGENCY AND TRAUMA CENTER,Jebel Ali Hospital,DUBAI,HOSPITAL,DHA,800 60,JEBEL ALI,"Dubai Industrial City, Dubai, UAE, Sheikh Mohammed Bin Zayed Rd 2000-3 ,International Humanitarian City , Technology Park, Dubai"
L156,✔,✔,✔,✔,✔,✔,✔,SANIMED INTERNATIONAL LAB AND MANAGEMENT L.L.C.,Sanimed International Lab,ABU DHABI,DIAGNOSTIC CENTER,-,026349710; +971 50 543 7829,Masdar  City,"W1-Unit 13, Plot J03  Ground Floor Masdar  City, Abu Dhabi, P.O Box:  12345, United Arab  Emirates"
PDXB2504,✔,✔,✔,✔,✔,✔,✔,AL SHIFA UROPI PHARMACY L.L.C (SHARJAH),Al Shifa Uropi Pharmacy Llc,SHARJAH,PHARMACY,AL SHIFA UROPI PHARMACY L.L.C,065394609,Al Nahda,"C Block, Qadisiya Tiger Bldg, Al Nahda, Sharjah"
PSHJ2791,✔,✔,✔,✔,✔,✔,✔,JESR AL SHIFA PHARMACY - L.L.C,Jesr Al Shifa Pharmacy,SHARJAH,PHARMACY,AL SHIFA UROPI PHARMACY L.L.C,065242042,Al Nahda,"B Block,  Tiger Bldg, Al Nahda, Sharjah, UAE"
PDXB2092,✔,✔,✔,✔,✔,✔,✔,AL SHIFA UROPI PHARMACY L.L.C (DUBAI),"Al Shifa Pharmacy Al Nahda, Al Qusais",DUBAI,PHARMACY,AL SHIFA UROPI PHARMACY L.L.C,068529529,Al Nahda 2,"Ananas Al Nahadah Building, Al Nahda 2, Near Zuleka Hospital, Dubai, UAE"
PDXB2580,✔,✔,✔,✔,✔,✔,✔,AL SHIFA UROPI PHARMACY DWC LLC,"Al Shifa Pharmacy Dwc, Dubai South",DUBAI,PHARMACY,AL SHIFA UROPI PHARMACY L.L.C,048529529,Dubai South,"THE PULSE RESIDENCE,  (B1-R3),  DUBAI WORLD CENTRAL, DUBAI SOUTH, DUBAI, U.A.E"
M2160,✔,✔,✔,✔,✔,✔,✔,WELLNESS MEDICAL CENTER L.L.C (UAQ),"Wellness Medical Center, Uaq",UAQ,MEDICAL CENTER,-,066786664; 0529356644,NEW INDUSTRIAL AREA,"Al Badami Building, New Industrial  Area, P.O. Box: 4606, Umm Al Quwain, UAE"
PUMM2802,✔,✔,✔,✔,✔,✔,✔,WELLNESS PHARMACY (UAQ),"Wellness Medical Center, Uaq(Pharmacy)",UAQ,PHARMACY,-,066786664; 0529356644,NEW INDUSTRIAL AREA,"Al Badami Building, New Industrial  Area, P.O. Box: 4606, Umm Al Quwain, UAE"
H204,✔,✔,✖,✖,✖,✖,✖,ABDULLAH BIN OMRAN HOSPITAL,Ibrahim Bin Hamad Obaidullah Hospital,RAK,HOSPITAL,EMIRATES HEALTH SERVICES (EHS),04-6656144,AIRPORT ROAD,"AIRPORT ROAD, RAS AL KHAIMAH"
